ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Amazing Spider-Man Vol 3 3;Main Series;;;All-New Marvel NOW!;2014-08;2014-06-25;Dan Slott;Humberto Ramos;Spider-Man (Peter Parker) (Impersonates Spider-Man (Otto Octavius));Black Cat (Felicia Hardy);Parker Industries | Anna Maria Marconi | Sajani Jaffrey | Living Brain | Unnamed employees | FDNY | Ollie Olivera | Phil | Unnamed firemen | J. Jonah Jameson (Joins the Fact Channel) | Mary Jane Watson
Amazing Spider-Man Vol 3 1.3;Secondary;Learning to Crawl: Part Three;;All-New Marvel NOW!;2014-09;2014-07-09;Dan Slott;Ramón Pérez;Spider-Man (Peter Parker);Clash (Clayton Cole) | Vulture (Adrian Toomes);Aunt May | Polly McKenna | Martin | Lawson | J. Jonah Jameson | Mr. Flannigan
Superior Foes of Spider-Man Vol 1 13;Supporting;Supposed to be art;;;2014-09;2014-07-09;Nick Spencer;Steve Lieber;Sinister Six | Boomerang (Fred Myers) | Shocker (Herman Schultz) | Beetle (Janice Lincoln) | Speed Demon (James Sanders) | Overdrive;Chameleon (Dmitri Smerdyakov) | Armadillo (Antonio Rodriguez) (Cameo) | Bi-Beast (Cameo) | Clown (Franklin) (Cameo) | Cyclone (Pierre Fresson) (Cameo) | Owl (Leland Owlsley) (Cameo) | Squid (Don Callahan) (Cameo) | Spot (Johnny Ohnn) (Cameo) | Man Mountain Marko (Michael Marko) (Cameo);Mach Ⅶ (Abe Jenkins) | Mirage (Desmond Charne) | Hammerhead (Joseph) | Silvermane (Don Manfredi) (Head)
Amazing Spider-Man Vol 3 4;Main Series;;;Original Sin;2014-09;2014-07-23;Dan Slott;Humberto Ramos;Spider-Man (Peter Parker) (Main story and flashback);Orb | Exterminatrix (Oubliette Midas) | Mindless Ones | Morlun (Shadow only) | Black Cat (Felicia Hardy);Silk (Cindy Moon) (First appearance as Silk) (Main story and flashback) | Ezekiel Sims (Appears on screen) | Parker Industries | Anna Maria Marconi | Sajani Jaffrey | Percy
Superior Spider-Man Vol 1 32;Main Series;;;Spider-Verse;2014-10;2014-08-06;Dan Slott | Christos N. Gage;Giuseppe Camuncoli;"🢐 Spider-Man (Otto Octavius/""Peter Parker"") 🢒 (Joins Spider-Army)";🢐 Alchemax 🢒 | 🢐 Public Eye 🢒 | 🢐 CEO Tyler Stone 🢒 | Venture (First appearance) | Stark-Fujikawa (First appearance) | Specialist (First appearance) | Karn (First appearance);🢐 Gabriel O'Hara 🢒 | Spider-Army (First appearance) | Anna (First appearance) (As hologram) (Joins group) | 🢐 Spider-Man (Paviitr Prabhakar) 🢒 (Joins group) | 🢐 Spider-Woman (Ashley Barton) 🢒 (Cameo) (Joins group) | 🢐 Six-Armed Spider-Man (Peter Parker) 🢒 (Cameo) (Joins group) | 🢐 Black-Ops Spider-Man (Peter Parker) 🢒 (Cameo) (Joins group) | 🢐 The Spider-Man (Peter Parker) 🢒 (Cameo) (Joins group) | 🢐 Spider-Monkey (Peter Parker) 🢒 (Cameo) (Joins group)
Superior Foes of Spider-Man Vol 1 14;Supporting;;;;2014-10;2014-08-06;Nick Spencer;Steve Lieber | Rich Ellis;Sinister Six | Boomerang (Fred Myers) | Speed Demon (James Sanders) (Main story and flashback) | Overdrive (Main story and flashback) (Origin revealed) | Beetle (Janice Lincoln) (Main story and flashback) | Shocker (Herman Schultz);Mister Negative (Only in flashback);Inspector (Only in flashback) | Partridge (Only in flashback) | Silvermane (Don Manfredi) (Head)
Amazing Spider-Man Vol 3 5;Main Series;;;Original Sin;2014-10;2014-08-13;Dan Slott;Humberto Ramos;Spider-Man (Peter Parker);"Black Cat's Gang (First appearance) | Black Cat (Felicia Hardy) | Electro (Max Dillon) | Goblin Nation (Revealed to be active) | Goblin King (Phil Urich) (First appearance as Goblin King) | Unnamed members | Maggia | Eel (Eddie Lavell) | Unnamed members | Mister Negative (""Martin Li"") | Inner Demons";Anna Maria Marconi | Fact Channel News | J. Jonah Jameson | Natalie Long | Ms. Decker | Fitz | Sajani Jaffrey | Silk (Cindy Moon)
Amazing Spider-Man Vol 3 1.4;Secondary;Learning to Crawl: Part Four;;All-New Marvel NOW!;2014-10;2014-08-27;Dan Slott;Ramón Pérez;Spider-Man (Peter Parker);Clash (Clayton Cole);Daily Bugle | J. Jonah Jameson | Betty Brant | Aunt May | Flash Thompson | Polly McKenna | Martin | Lawson | Mr. Flannigan
Superior Foes of Spider-Man Vol 1 15;Supporting;;;;2014-11;2014-09-03;Nick Spencer;Steve Lieber;Sinister Six | Boomerang (Fred Myers) | Speed Demon (James Sanders) | Overdrive | Beetle (Janice Lincoln) | Shocker (Herman Schultz);Cyclone (Pierre Fresson) | Kangaroo (Brian Hibbs) | Man Mountain Marko (Michael Marko) | Shriek (Frances Barrison);Silvermane (Don Manfredi) (Head) | Hammerhead (Joseph) | Owl (Leland Owlsley) | Chameleon (Dmitri Smerdyakov) | Mister Negative | Tombstone (Lonnie Lincoln) | Madame Masque (Giuletta Nefaria)
Amazing Spider-Man Vol 3 6;Main Series;;;;2014-11;2014-09-10;Dan Slott;Humberto Ramos;Spider-Man (Peter Parker);Black Cat's Gang | Black Cat (Felicia Hardy) | Electro (Max Dillon) (Depowered) | Speed Demon (James Sanders) (Cameo) | 8-Ball | Beetle (First appearance) | Killer Shrike (Cameo) | Melter | Ringer | Brothers Grimm | Boomerang (Fred Myers) | Spot (Johnny Ohn) | Shocker (Herman Schultz) (Cameo) | Eel (Eddie Lavell) (Mentioned);Fact Channel News | Silk (Cindy Moon) (Joins group) | J. Jonah Jameson | Natalie Long | Cadie | Fitz | Parker Industries | Anna Maria Marconi | Sajani Jaffrey | Tim | Unnamed members
Superior Spider-Man Vol 1 33;Main Series;;;Spider-Verse;2014-11;2014-09-17;Christos N. Gage | Dan Slott;Giuseppe Camuncoli;"Spider-Army | Spider-Cyborg (Peter Parker) (First appearance) (Joins group) | Spider-Man (Paviitr Prabhakar) | Spider-Man Noir (Peter Parker) | Six-armed Spider-Man (Peter Parker) | 🢐 Spider-Man (Otto Octavius/""Peter Parker"") 🢒 | Assassin Spider-Man (Peter Parker) | Spider-Girl (Ashley Barton) (First appearance as Spider-Girl) | Spider-Monkey (Peter Parker) | Anna | Antagonists: | Karn | 🢐 Inheritors 🢒 (Unnamed) | Brix (First appearance) | Bora (First appearance) | Other Characters: | Teddy Roosevelt (Mentioned) (Topical Reference) | Peter Parker (Mentioned) | Spider-Man (Peter Parker) (Mentioned) | Anna Maria Marconi (Mentioned) | Races and species: | Cyborgs | Humans | Locations: | 2014 A.D. (First appearance) | Earth (First appearance) | United States of America (First appearance) | New York (First appearance) | New York City (First appearance) | Manhattan (First appearance) | West Side Yards (First appearance) | Spider-Man: India's reality (Referenced) | 1939 A.D. (Referenced) | Six-armed Spider-Man's reality (Referenced) | 2013 A.D. (Referenced) | Assassin Spider-Man's reality (Referenced) | Wastelands (Mentioned) | Earth (Mentioned) | Marvel Apes (Referenced) | Inheritors' reality (Mentioned) | 2099 A.D. | Earth | United States of America | Nueva York | Downtown | Empire State University | Items: | Karn's Staff | Spider-Man's Suit | Superior Spider-Man's Suit | Spider-Girl's Suit | Web-Shooters | Web of Life and Destiny | Spider-Man's Cloaking Device (Mentioned) | Synopsis for 1st story | On Earth-2818, Karn continues his hunt for all the spiders, chasing this Earth's Spider-Man on the West Side Yards. As Karn gains the upper hand and strikes that Spider-Man with his weapon, he reveals that he's actually a cyborg. Karn warns him that his weapons won't bring him down, but Cyborg Spidey replies that he's aware of that so he brought some resistance, in the shape of the Superior Spider-Man's Army of Spiders who launch and full front assault on him, thanks to Otto's upgraded weapon based on Karn's energy signature. Some of the Spiders comment about Otto while the others reply that they must kill Karn now, sparking a small debate which Otto promptly finishes by saying that they will first interrogate Karn. | Otto questions about his mission, which Karn replies that it's simply Hunting all the Spiders, which is what his species does. He also reveals that his family will be no match for them since his weapon will eventually become ineffective. The Spiders make another full front assault but Karn's strength makes it useless until suddenly someone makes another attack, taking down Six-Armed Spider-Man and Cyborg Spider-Man. The attackers are revealed to be Brix and Bora, Karn's brother and sister, who interrupted Karn's attack to steal them from him, prompting Otto to call for a retreat, taking advantage of the brothers' fallout. After Spider-Monkey intercepts Bora's attack, the Spider-Army manages to escape to Otto's base. | Once there, the group discuss about the difficulty of the battle, now that there are other like Karn spreading around, spiking Otto's anger at them. He leaves the group for a while in order to clear his head, talking with his A.I. Anna which alleviates him. After he returns, Otto starts to spare missions to the Army members, he assigns Cyborg to check the 2099 database for anything related to their attackers, he sends Hindi Spidey and Noir to check ay alternate dimensions in order to find the home of Karn, and sends Spider-Monkey and Six-Armed to check the timestream for any time displaced attacks. Then he stays with Spider-Girl and Assassin Spidey since they all share the same mindset of killing in order to accomplish the mission, which even Otto relays as committing genocide against Karn's species since it's the best way to do so, to which Spider-Girl replies that she agrees that they must kill in order to win the war, even if the other spiders stand in their way. | Appearing in 2nd story | Featured Characters: | Karn (Main story and flashback) (Origin revealed)";Karn | 🢐 Inheritors 🢒 (Unnamed) | Brix (First appearance) | Bora (First appearance);Inheritors (First full appearance) (Named) (Origin revealed) (Only in flashback) | Karn's mother  (First and only known appearance, dies) (First and only known appearance) | Verna (First appearance) (Only in flashback) | Morlun (Only in flashback) | Brix (Only in flashback) | Bora (Only in flashback) | Daemos (First appearance) (Only in flashback) | Jennix (First appearance) (Only in flashback)
Amazing Spider-Man Vol 3 1.5;Secondary;Learning to Crawl: Part Five;;All-New Marvel NOW!;2014-11;2014-09-24;Dan Slott;Ramón Pérez;Spider-Man (Peter Parker) (Main story and flashback);Clash (Clayton Cole);Aunt May (Main story and flashback) | Flash Thompson | Polly McKenna | Martin | Lawson
Amazing Spider-Man Vol 3 7;Main Series;Ms. Marvel Team-Up;;Spider-Verse;2014-12;2014-10-08;Dan Slott | Christos N. Gage;Giuseppe Camuncoli;Spider-Man (Peter Parker);Minerva's henchmen | Clayton Cole (Unnamed) | Unnamed others | Doctor Minerva (Minn-Erva);Silk (Cindy Moon) | Anna Maria Marconi | Ms. Marvel (Kamala Khan)
Superior Foes of Spider-Man Vol 1 16;Supporting;;;;2014-12;2014-10-15;Nick Spencer;Steve Lieber;Sinister Six | Boomerang (Fred Myers) | Beetle (Janice Lincoln) | Speed Demon (James Sanders) | Overdrive | Shocker (Herman Schultz);Madame Masque (Giuletta Nefaria) | Mister Negative | Owl (Leland Owlsley) | Chameleon (Dmitri Smerdyakov);Mach Ⅶ (Abe Jenkins) | Hydro-Man (Morris Bench) | Silvermane (Don Manfredi) (Head) | Tombstone (Lonnie Lincoln)
Amazing Spider-Man Vol 3 8;Main Series;Ms. Adventures in Babysitting;;Spider-Verse;2014-12;2014-10-22;Dan Slott | Christos N. Gage;Giuseppe Camuncoli;Spider-Man (Peter Parker);Doctor Minerva (Minn-Erva) | Minerva's henchmen | Ringer;Ms. Marvel (Kamala Khan) | Clayton Cole (Main story and recap) (Identity revealed) (As Clash in recap) (Joins Parker Industries) | Fact Channel News | Silk (Cindy Moon) | Natalie Long | Unnamed others
Amazing Spider-Man Vol 3 9;Main Series;Spider-Verse - Part One: The Gathering;;Spider-Verse;2015-01;2014-11-05;Dan Slott;Olivier Coipel;Spider-Man (Peter Parker) (Joins the Spider-Army);Inheritors | Morlun | Daemos | Verna | Verna's Hounds (First appearance) | Sable (First appearance) | Fireheart (First appearance) | Kravinoff (First appearance) | Looter (Norton Fester) | Spiderlings (New Version);Spider-Army | Silk (Cindy Moon) (Joins group) | Spider-Woman (Jessica Drew) (Joins group) | Spider-Girl (Anya Corazón) (Joins group) | 🢐 Spider-Man (Miguel O'Hara) 🢒 (Joins group) | 🢐 Spider-UK (Billy Braddock) 🢒 | 🢐 Spider-Girl (May Parker) 🢒 | 🢐 Spider-Ham (Peter Porker) 🢒 | 🢐 Scarlet Spider (Kaine Parker) 🢒 (Joins group) | 🢐 Old Man Spider (Ezekiel Sims) 🢒 | 🢐 Spider-Man (Bruce Banner) | 🢐 Spider-Woman (Gwen Stacy) 🢒 | 🢐 Spider-Man (Ben Reilly) 🢒 (First appearance) | 🢐 Captain Universe (Peter Parker) 🢒 (First appearance) | Captain Spider (Flash Thompson) (Cameo) | Spider-Girl (Betty Brant) (Cameo) | Prince of Arachne (Peter Parker) (Cameo) | Spider-Man Noir (Peter Parker) (First appearance) (Cameo) | Spider-Monkey (Peter Parker) (First appearance) (Cameo) | Spider-Man (Max Borne) (Cameo)
Spider-Verse Team-Up Vol 1 1;Supporting;The Power of Positive Thinking;;Spider-Verse;2015-01;2014-11-05;Christos N. Gage;Dave Williams;Spider-Army | Spider-Man (Ben Reilly) 🢒 (First appearance chronologically) (Joins group) | 🢐 Spider-Ham (Peter Porker) 🢒 | 🢐 Old Man Spider 🢒;Verna's Hounds | Vulture (Adrian Toomes) (First and only known appearance, dies) | Vulture Noir (Adrian Toomes) (First and only known appearance) | Young Vulture (Adrian Toomes) (First and only known appearance) | Vulture (Blackie Drago) (First and only known appearance) | Vulture (James Natale) (First and only known appearance);
Spider-Verse Vol 1 1;Special;Enter the Spider-Verse;;Spider-Verse;2015-01;2014-11-12;Dan Slott;Humberto Ramos;Master Weaver;Inheritors | Morlun | Daemos;Peter Parker (First appearance) | Uncle Ben (First appearance)
Amazing Spider-Man Vol 3 10;Main Series;Spider-Verse - Part Two: Superior Force;;Spider-Verse;2015-01;2014-11-19;Dan Slott;Olivier Coipel;Spider-Man (Peter Parker);Inheritors | Verna | Daemos | Brix | Bora | Verna's Hounds | Sable (Death) | Fireheart (Death) | Kravinoff (Death);"Spider-Army | 🢐 Spider-Man (Miles Morales) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Black Widow (Jessica Drew) 🢒 (Joins group) (Leaves Superior Spider-Army) | Spider-Punk (Hobie Brown) (First appearance) (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-Man (Otto Octavius / ""Peter Parker"") 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Six-Armed Spider-Man (Peter Parker) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-Man (Paviitr Prabhakar) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-Woman (Ashley Barton) 🢒 (First appearance as Spider-Woman) (Joins group) (Leaves Superior Spider-Army) | 🢐 Lady Spider (May Reilly) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-UK (Billy Braddock) 🢒 | 🢐 Spider-Man (Ben Reilly) 🢒 | Spider-Girl (Betty Brant) | Spider-Man (Ezekiel Sims) (Name first revealed) (Death) | 🢐 Silk (Cindy Moon) 🢒 | 🢐 Spider-Man (Miguel O'Hara) 🢒 | 🢐 Spider-Girl (May Parker) 🢒 | 🢐 Captain Universe (Peter Parker) 🢒 | 🢐 Scarlet Spider (Kaine Parker) 🢒 | 🢐 Spider-Woman (Jessica Drew) 🢒 | 🢐 Spider-Ham (Peter Porker) 🢒 | 🢐 Spider-Man Noir (Peter Parker) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-Monkey (Peter Parker) 🢒 (Joins group) (Leaves Superior Spider-Army) | 🢐 Spider-Woman (Gwen Stacy) 🢒 | Captain Spider (Flash Thompson) (Cameo) | Prince of Arachne (Peter Parker) (Cameo) | 🢐 Spider-Girl (Anya Corazón) 🢒 | Spider-Man (Max Borne) (Cameo) | Supporting Characters: | Superior Spider-Army (Disbands) | Assassin Spider-Man (Peter Parker) (Death) | Spider-Cyborg (Peter Parker) (Destroyed)"
Superior Foes of Spider-Man Vol 1 17;Supporting;Goodbye, Farewell and Good Riddance;;;2015-01;2014-11-26;Nick Spencer;Steve Lieber;Sinister Six (Disbands) | Boomerang (Fred Myers) (Impersonates Demang Pendak) (Leaves group) | Speed Demon (James Sanders) (Leaves group) | Overdrive (Leaves group) | Beetle (Janice Lincoln) (Leaves group) | Shocker (Herman Schultz) (Leaves group);Owl (Leland Owlsley);Peter Parker (Face not shown) | Mach VII (Abe Jenkins) (Impersonates Boomerang)
Scarlet Spiders Vol 1 1;Supporting;The Widow;;Spider-Verse;2015-01;2014-11-26;Mike Costa;Paco Diaz;Spider-Army | Black Widow (Jessica Drew) | 🢐 Scarlet Spider (Kaine) 🢒 | Spider-Man (Ben Reilly) (Impersonates Iron Man);Jennix | Iron Man (Tony Stark) (First appearance) | Johnny Storm (First appearance) (Cameo);
Amazing Spider-Man Vol 3 11;Main Series;Spider-Verse - Part Three: Higher Ground;;Spider-Verse;2015-02;2014-12-10;Dan Slott;Olivier Coipel;🢐 Spider-Man (Peter Parker) 🢒;Inheritors | 🢐 Solus | 🢐 Karn 🢒 | 🢐 Morlun | Jennix;"Spider-Army | 🢐 Spider-Man (Miles Morales) 🢒 | 🢐 Spider-Woman (Gwen Stacy) 🢒 | Spider-Ham (Peter Porker) | Spider-Monkey (Peter Parker) (Death) | Spider-UK (Billy Braddock) | Captain Universe (Peter Parker) (Death) | Spider-Man (Otto Octavius / ""Peter Parker"") (Main story and as Doctor Octopus in recap) | Spider-Girl (May Parker) | Captain Spider (Flash Thompson) (Death) | 🢐 Spider-Girl (Anya Corazón) 🢒 | Spider-Punk (Brown) | 🢐 SP//dr (Peni Parker) 🢒 | Spider-Man (Peter Parker) 🢒 | Spider-Girl (Betty Brant) | Spider-Man (Max Borne) (Cameo) | Spider-Man (Paviitr Prabhakar) (Cameo) | Spider-Woman (Ashley Barton) (Cameo) | Prince of Arachne (Peter Parker) (Cameo) | 🢐 Spider-Man (Miguel O'Hara) 🢒 (Shadow only) | 🢐 Lady Spider (May Reilly) 🢒 (Cameo) (Shadow only) | 🢐 Six-Armed Spider-Man (Peter Parker) 🢒 (Cameo) (Shadow only) | 🢐 Black Widow (Jessica Drew) 🢒 (Cameo) (Shadow only) | 🢐 Scarlet Spider (Kaine Parker) 🢒 (Cameo) (Shadow only) | 🢐 Spider-Man (Ben Reilly) 🢒 (Cameo) (Shadow only) | Benjy Parker"
Amazing Spider-Man Annual Vol 2 1;Special;I Can't Help Myself;;;2015-02;2014-12-10;Sean Ryan;Brandon Peterson;Spider-Man (Peter Parker);Menagerie | Hippo | White Rabbit (Lorina Dodson) | Skein (Sybil Dvorak) | Panda-Mania | Arsonists;Hawkeye (Clint Barton) | Sajani Jaffrey
Spider-Verse Team-Up Vol 1 2;Supporting;Too Many Spider-Men!;;Spider-Verse;2015-02;2014-12-10;Christos N. Gage;Dave Williams;Spider-Army | Web-Warriors (First appearance) | Spider-Man (Peter Parker) (Impersonates '67 Peter Parker) | Spider-Man (Miles Morales) | 🢐 '67 Spider-Man (Peter Parker) 🢒 (Joins group);Spider-Catchers (First appearance) | Dr. Noah Boddy (First appearance) | Green Goblin (Norman Osborn) (First appearance) | Scorpion (Mac Gargan) (First appearance) | Vulture (Blackie Drago) (First appearance) | Electro (Max Dillon) (First appearance);Daily Bugle | 🢐 J. Jonah Jameson
Spider-Man and the X-Men Vol 1 1;Special;;;;2015-02;2014-12-10;Elliott Kalan;Marco Failla;X-Men | Spider-Man (Peter Parker) (Joins group) | Storm (Ororo Munroe) | Beast (Hank McCoy) | Iceman (Bobby Drake) | Marvel Girl (Rachel Grey) | Angel (Warren Worthington III) | Warbird (Ava'Dara Naganandini) | Firestar (Angie Jones) | Toad (Mortimer Toynbee) (Rejoins) | Krakoa | Students | Special Class (Reassemble) | Ernst (Rejoins) | No-Girl (Martha Johansson) (Rejoins) | Hellion (Julian Keller) (Joins group) | Rockslide (Santo Vaccarro) (Joins group) | Shark-Girl (Iara Dos Santos) (Joins group) | Glob Herman (Robert Herman) (Joins group) | Eye Boy (Trevor Hawkins) (Joins group);Unus the Untouchable (Gunther Bain) (Returns) | Stegron the Dinosaur Man (Vincent Stegron) | Sauron (Karl Lykos);
Scarlet Spiders Vol 1 2;Supporting;The Other;;Spider-Verse;2015-02;2014-12-17;Mike Costa;Paco Diaz;Spider-Army | 🢐 Scarlet Spider (Kaine) 🢒 | Spider-Man (Ben Reilly) (Impersonates Iron Man) | Black Widow (Jessica Drew);Human Torch (Johnny Storm) | Jennix | Dr. Warren;
Amazing Spider-Man Vol 3 12;Main Series;Spider-Verse - Part Four: Anywhere But Here;;Spider-Verse;2015-03;2015-01-07;Dan Slott;Giuseppe Camuncoli;🢐 Spider-Man (Peter Parker) 🢒;Inheritors | Morlun | Solus | Bora | Brix | Jennix | Verna | Verna's Hounds | Rhino (Aleksei Sytsevich) | Hammerhead (Joseph) (First appearance) | Ox (Raymond Bloch) (First appearance);"Spider-Army | Spider-Girl (May Parker) | Spider-Man (Otto Octavius / ""Peter Parker"") | Spider-Punk (Brown) | Spider-Ham (Peter Porker) | Spider-UK (Billy Braddock) | Spider-Woman (Gwen Stacy) | Spider-Girl (Anya Corazón) | Mangaverse Spider-Man (Peter Parker) | Spider-Man (Sho Amano) (Joins group) | Spider-Man (Takuya Yamishiro) (Joins group) | Silk (Cindy Moon) | Jessica Drew (Impersonates Miss Drew) | Lady Spider (May Reilly) | Spider-Man (Miguel O'Hara) | 🢐 SP//dr (Peni Parker) 🢒 | Spider-Girl (Betty Brant) | Prince of Arachne (Peter Parker) (Death) | Arachnosaur (Death) | Spider-Woman (Ashley Barton) | Spider-Man (Paviitr Prabhakar) | Anna | Master Weaver | Ben Parker"
Spider-Verse Vol 1 2;Special;It's Showtime;;Spider-Verse;2015-03;2015-01-14;Dan Slott;Kris Anka;"🢐 Spider-Man (Peter Parker) 🢒 (Apparent death) | Antagonists: | Morlun | Other Characters: | Little boy | Inheritors (Mentioned) | Locations: | Earth-30847 | The Cliff of Desolation | Alternate Real-World | Items: | Web-Shooters | Synopsis for ""It's Showtime"" | On Earth-30847, Spider-Man is confronted by Morlun, who announces his intent to kill him. Spider-Man goes on the offensive, using his most powerful attacks, but Morlun is uninjured and defeats him with a single punch, leaving the boy playing the video game surprised and outraged. | Appearing in ""Anansi: A Spider in Sheep's Clothing"" | Featured Characters: | Anansi";Morlun;"Spider-UK (Billy Braddock) (Impersonates Sheep) | Tiger Spirit | Other Characters: | Mr. Mighty (First appearance) | Shango (First appearance) | Captain Britain Corps (Mentioned) | Nebasti (Mentioned) | Locations: | Earth-7082 | Earth-833 (Mentioned) | United Kingdom, Earth (Mentioned) | Items: | Spider-Man's Spider-Signal (Cameo) | Synopsis for ""Anansi: A Spider in Sheep's Clothing"" | Synopsis not yet written | Appearing in ""With Great Power Comes No Future"" | Featured Characters: | Anarchic Spider-Man (Hobie Brown) (First appearance chronologically) (Name first revealed) | Supporting Characters: | Spider Army (First appearance) | Captain Anarchy (Karl Morgenthau) (First appearance) (Unnamed)"
Amazing Spider-Man Vol 3 13;Main Series;Spider-Verse - Part Five: Spider-Men: No More;;Spider-Verse;2015-03;2015-01-21;Dan Slott;Giuseppe Camuncoli;🢐 Spider-Man (Peter Parker) 🢒;Inheritors | Solus (Death) | Morlun | Bora | Brix | Jennix | Verna | Daemos | Emerald Elf (Norman Osborn) (Only in flashback) | Verna's Hounds | Hobgoblin (First appearance) | Menace (Lilly Hollister) (First appearance) | Monster (Carlie Cooper) (First appearance) | Multiple Green Goblins;"Spider-Army | Spider-Man (Ben Parker) (Main story and flashback) (Joins group) | Silk (Cindy Moon) | Spider-Man (Otto Octavius/""Peter Parker"") | Spider-Girl (May Parker) | Spider-Man (Paviitr Prabhakar) | Spider-UK (Billy Braddock) | Spider-Girl (Anya Corazón) | Spider-Woman (Gwen Stacy) | 🢐 Scarlet Spider 🢒 / The Other (Kaine Parker) (Death) | Spider-Woman (Jessica Drew) | Spider-Ham (Peter Porker) | Spider-Man (Hobie Brown) | Spider-Woman (Ashley Barton) | 🢐 SP//dr (Peni Parker) 🢒 | Spider-Man (Takuya Yamishiro) | Spider-Man J (Sho Amano) | Spider-Man (Peter Parker) | Spider-Man (Miguel O'Hara) | Lady Spider (May Reilly) | Black Widow (Jessica Drew) | Spider-Girl (Betty Brant) | Anna"
Spider-Verse Team-Up Vol 1 3;Supporting;Too Many Spider-Men;;Spider-Verse;2015-03;2015-01-21;Christos N. Gage;Dave Williams;Spider-Army | Karn (Joins group) | Spider-Girl (Anya Corazón) | Spider-Man (Hobie Brown) | Spider-Man (Paviitr Prabhakar) | Spider-UK (Billy Braddock) | Spider-Girl (Ashley Barton);Mutant Spiders;"Spider-Man (Peter Parker) | Spider-Man (Otto Octavius/""Peter Parker"") | Other Characters: | Spider-Ma'am (May Parker) | Uncle Ben | Peter Parker | Inheritors (Mentioned) | Solus (Mentioned) | Master Weaver (Mentioned) | Locations: | Earth-3145 | Sims Tower | Earth-3123 | Parker Residence | Items: | Karn's Staff | Spider-Man's Web-Shooters | Superior Spider-Man's Suit | Synopsis for ""Too Many Spider-Men"" | Synopsis not yet written | Appearing in ""Bugged"" | Featured Characters: | Spider-Girl (Mayday Parker) | Ben Parker"
Scarlet Spiders Vol 1 3;Supporting;The Hero;;Spider-Verse;2015-03;2015-01-21;Mike Costa;Paco Diaz;Spider-Army | Spider-Man (Ben Reilly) (Main story and flashback) (Death) | 🢐 Scarlet Spider (Kaine) 🢒 | Black Widow (Jessica Drew);Doctor Octopus (Otto Octavius) (First and only known appearance, dies) (Only in flashback) | Jennix | Human Torch (Johnny Storm);
Spider-Man and the X-Men Vol 1 2;Special;;;;2015-03;2015-01-28;Elliott Kalan;Marco Failla;X-Men | Spider-Man (Peter Parker) | Storm (Ororo Munroe) | Doop | Students | Special Class | Ernst | No-Girl (Martha Johansson) | Hellion (Julian Keller) | Rockslide (Santo Vaccarro) | Shark-Girl (Iara Dos Santos) | Glob Herman (Robert Herman) | Eye Boy (Trevor Hawkins);Stegron the Dinosaur Man (Vincent Stegron) | Sauron (Karl Lykos) | Chameleon (Dmitri Smerdyakov) (Impersonates Storm) | Mojo (Appears on screen);Captain America (Sam Wilson)
Amazing Spider-Man Vol 3 14;Main Series;Spider-Verse - Part Six: Web Warriors;;Spider-Verse;2015-04;2015-02-11;Dan Slott;Giuseppe Camuncoli | Olivier Coipel;🢐 Spider-Man (Peter Parker) 🢒;Verna's Hounds | Hobgoblin | Menace (Lilly Hollister) | Monster (Carlie Cooper) | Multiple Green Goblins | Inheritors | Morlun | Verna | Daemos | Jennix | Bora | Brix | Solus (Revealed to be alive);"Spider-Army | Benjy Parker | Spider-Woman (Jessica Drew) | Spider-Woman (Gwen Stacy) | Spider-Man (Otto Octavius / ""Peter Parker"") | Spider-Ham (Peter Porker) (Impersonates Benjy Parker) | Spider-Girl (May Parker) | Spider-Man (Ben Parker) | 🢐 The Other (Kaine Parker) (Corpse, skeleton or other remains) | Silk (Cindy Moon) | Web-Warriors | Spider-Man (Miles Morales) | Animated Ultimate Spider-Man (Peter Parker) | '67 Spider-Man (Peter Parker) | Mini-Marvels Spider-Man (Peter Parker) | Mego Spider-Man (First appearance) | Cowboy Spider-Man (First appearance) | Spider-Horse (First appearance) | Black Widow (Jessica Drew) | Future Foundation Spider-Man (Peter Parker) | Sweater-Clad Spider-Man (Peter Parker) | Big Time Spider-Man (Peter Parker) | Doppelganger | Karn | Spider-Woman (Ashley Barton) | Spider-Man (Hobie Brown) | Spider-Man (Paviitr Prabhakar) | Spider-Girl (Anya Corazón) | Spider-UK (Billy Braddock) | 🢐 SP//dr (Peni Parker) 🢒 | Mangaverse Spider-Man (Peter Parker) | Spider-Man (Miguel O'Hara) | Lady Spider (May Reilly) | ""Spider-Pool"" | ""Spider-Fist"" | Spider-Man (James Howlett) | Spider-Man (Takuya Yamashiro) | Spider-Man (Bruce Banner) | Amazing Octo-Spidey (Peter Parker) | Spider-Man J (Sho Amano)"
